store,period,forecast_demand,forecast_fulfilled_demand,forecast_shortage,forecast_fulfillment_rate,mode,total_realized_demand,fulfilled_demand,post_shock_shortage,post_shock_fulfillment_rate
MM AN PHU,79,80.0,80.0,0.0,1.0,pre_shock_forecast,,,,
MM AN PHU,80,89.0,89.0,0.0,1.0,pre_shock_forecast,,,,
MM AN PHU,81,107.0,107.0,0.0,1.0,pre_shock_forecast,,,,
MM AN PHU,82,146.0,0.0,146.0,0.0,pre_shock_forecast,,,,
MM AN PHU,83,98.0,0.0,98.0,0.0,pre_shock_forecast,,,,
MM AN PHU,84,100.0,0.0,100.0,0.0,pre_shock_forecast,,,,
MM AN PHU,85,108.0,0.0,108.0,0.0,pre_shock_forecast,,,,
MM AN PHU,86,75.0,75.0,0.0,1.0,pre_shock_forecast,,,,
MM AN PHU,87,53.0,0.0,53.0,0.0,pre_shock_forecast,,,,
MM AN PHU,88,230.0,0.0,230.0,0.0,pre_shock_forecast,,,,
MM AN PHU,89,46.0,0.0,46.0,0.0,pre_shock_forecast,,,,
MM AN PHU,90,81.0,0.0,81.0,0.0,pre_shock_forecast,,,,
MM AN PHU,91,143.0,47.0,96.0,0.328671,pre_shock_forecast,,,,
MM AN PHU,92,52.0,0.0,52.0,0.0,pre_shock_forecast,,,,
MM AN PHU,93,118.0,0.0,118.0,0.0,pre_shock_forecast,,,,
MM AN PHU,94,110.0,0.0,110.0,0.0,pre_shock_forecast,,,,
MM AN PHU,95,168.0,0.0,168.0,0.0,pre_shock_forecast,,,,
MM AN PHU,96,73.0,73.0,0.0,1.0,pre_shock_forecast,,,,
MM AN PHU,97,148.0,0.0,148.0,0.0,pre_shock_forecast,,,,
MM AN PHU,98,252.0,0.0,252.0,0.0,pre_shock_forecast,,,,
MM AN PHU,99,117.0,0.0,117.0,0.0,pre_shock_forecast,,,,
MM AN PHU,100,218.0,0.0,218.0,0.0,pre_shock_forecast,,,,
MM AN PHU,101,115.0,51.0,64.0,0.443478,pre_shock_forecast,,,,
MM AN PHU,102,180.0,0.0,180.0,0.0,pre_shock_forecast,,,,
MM AN PHU,103,35.0,0.0,35.0,0.0,pre_shock_forecast,,,,
MM AN PHU,104,78.0,0.0,78.0,0.0,pre_shock_forecast,,,,
MM AN PHU,105,305.0,0.0,305.0,0.0,pre_shock_forecast,,,,
MM AN PHU,106,227.0,69.0,158.0,0.303965,pre_shock_forecast,,,,
MM AN PHU,107,182.0,0.0,182.0,0.0,pre_shock_forecast,,,,
MM AN PHU,108,227.0,0.0,227.0,0.0,pre_shock_forecast,,,,
MM AN PHU,109,298.0,0.0,298.0,0.0,pre_shock_forecast,,,,
MM AN PHU,110,189.0,0.0,189.0,0.0,pre_shock_forecast,,,,
MM AN PHU,111,40.0,40.0,0.0,1.0,pre_shock_forecast,,,,
MM AN PHU,112,52.0,0.0,52.0,0.0,pre_shock_forecast,,,,
MM AN PHU,113,261.0,0.0,261.0,0.0,pre_shock_forecast,,,,
MM AN PHU,114,291.0,0.0,291.0,0.0,pre_shock_forecast,,,,
MM AN PHU,115,17.0,0.0,17.0,0.0,pre_shock_forecast,,,,
MM AN PHU,116,53.0,53.0,0.0,1.0,pre_shock_forecast,,,,
MM AN PHU,117,969.0,0.0,969.0,0.0,pre_shock_forecast,,,,
MM AN PHU,118,276.0,0.0,276.0,0.0,pre_shock_forecast,,,,
MM AN PHU,119,45.0,0.0,45.0,0.0,pre_shock_forecast,,,,
MM AN PHU,120,74.0,0.0,74.0,0.0,pre_shock_forecast,,,,
MM AN PHU,121,52.0,52.0,0.0,1.0,pre_shock_forecast,,,,
MM AN PHU,122,77.0,0.0,77.0,0.0,pre_shock_forecast,,,,
MM AN PHU,123,191.0,0.0,191.0,0.0,pre_shock_forecast,,,,
MM AN PHU,124,201.0,0.0,201.0,0.0,pre_shock_forecast,,,,
MM AN PHU,125,41.0,0.0,41.0,0.0,pre_shock_forecast,,,,
MM AN PHU,126,91.0,91.0,0.0,1.0,pre_shock_forecast,,,,
MM AN PHU,127,74.0,0.0,74.0,0.0,pre_shock_forecast,,,,
MM AN PHU,128,67.0,0.0,67.0,0.0,pre_shock_forecast,,,,
MM AN PHU,129,48.0,0.0,48.0,0.0,pre_shock_forecast,,,,
MM AN PHU,130,203.0,0.0,203.0,0.0,pre_shock_forecast,,,,
MM AN PHU,131,204.0,204.0,0.0,1.0,pre_shock_forecast,,,,
MM AN PHU,132,68.0,0.0,68.0,0.0,pre_shock_forecast,,,,
MM AN PHU,133,66.0,0.0,66.0,0.0,pre_shock_forecast,,,,
MM AN PHU,134,90.0,0.0,90.0,0.0,pre_shock_forecast,,,,
MM AN PHU,135,92.0,0.0,92.0,0.0,pre_shock_forecast,,,,
MM AN PHU,136,174.0,86.0,88.0,0.494253,pre_shock_forecast,,,,
MM AN PHU,137,92.0,0.0,92.0,0.0,pre_shock_forecast,,,,
MM AN PHU,138,68.0,0.0,68.0,0.0,pre_shock_forecast,,,,
MM AN PHU,139,93.0,0.0,93.0,0.0,pre_shock_forecast,,,,
MM AN PHU,140,113.0,0.0,113.0,0.0,pre_shock_forecast,,,,
MM AN PHU,141,150.0,150.0,0.0,1.0,pre_shock_forecast,,,,
MM AN PHU,142,139.0,0.0,139.0,0.0,pre_shock_forecast,,,,
MM AN PHU,143,281.0,0.0,281.0,0.0,pre_shock_forecast,,,,
MM AN PHU,144,309.0,0.0,309.0,0.0,pre_shock_forecast,,,,
MM AN PHU,145,256.0,0.0,256.0,0.0,pre_shock_forecast,,,,
MM AN PHU,146,100.0,100.0,0.0,1.0,pre_shock_forecast,,,,
MM AN PHU,147,34.0,34.0,0.0,1.0,pre_shock_forecast,,,,
MM AN PHU,148,82.0,82.0,0.0,1.0,pre_shock_forecast,,,,
MM AN PHU,149,102.0,102.0,0.0,1.0,pre_shock_forecast,,,,
MM AN PHU,150,74.0,74.0,0.0,1.0,pre_shock_forecast,,,,
MM AN PHU,151,97.0,97.0,0.0,1.0,pre_shock_forecast,,,,
MM AN PHU,152,123.0,123.0,0.0,1.0,pre_shock_forecast,,,,
MM AN PHU,153,93.0,93.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,1,44.0,44.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,2,55.0,55.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,3,32.0,32.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,4,24.0,24.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,5,12.0,12.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,6,40.0,40.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,7,45.0,20.0,25.0,0.444444,pre_shock_forecast,,,,
MM BINH PHU,8,109.0,19.8,89.2,0.181651,pre_shock_forecast,,,,
MM BINH PHU,9,53.0,0.0,53.0,0.0,pre_shock_forecast,,,,
MM BINH PHU,10,68.0,0.0,68.0,0.0,pre_shock_forecast,,,,
MM BINH PHU,11,35.0,35.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,12,59.0,59.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,13,34.0,34.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,14,52.0,52.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,15,83.0,83.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,16,79.0,79.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,17,107.0,107.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,18,38.0,38.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,19,90.0,87.0,3.0,0.966667,pre_shock_forecast,,,,
MM BINH PHU,20,14.0,9.0,5.0,0.642857,pre_shock_forecast,,,,
MM BINH PHU,21,40.0,40.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,22,26.0,26.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,23,42.0,42.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,24,43.0,43.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,25,36.0,36.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,26,99.0,99.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,27,35.0,35.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,28,38.0,38.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,29,27.0,27.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,30,82.0,80.0,2.0,0.97561,pre_shock_forecast,,,,
MM BINH PHU,31,68.0,68.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,32,92.0,92.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,33,73.0,73.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,34,34.0,34.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,35,77.0,76.0,1.0,0.987013,pre_shock_forecast,,,,
MM BINH PHU,36,37.0,37.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,37,96.0,96.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,38,93.0,93.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,39,32.0,32.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,40,64.0,56.0,8.0,0.875,pre_shock_forecast,,,,
MM BINH PHU,41,34.0,34.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,42,39.0,39.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,43,25.0,25.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,44,60.0,60.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,45,116.0,114.0,2.0,0.982759,pre_shock_forecast,,,,
MM BINH PHU,46,18.0,18.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,47,22.0,22.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,48,63.0,63.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,49,18.0,18.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,50,68.0,66.0,2.0,0.970588,pre_shock_forecast,,,,
MM BINH PHU,51,66.0,66.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,52,102.0,102.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,53,35.0,35.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,54,35.0,35.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,55,28.0,28.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,56,29.0,29.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,57,17.0,17.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,58,46.0,46.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,59,59.0,59.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,60,25.0,25.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,61,36.0,36.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,62,36.0,36.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,63,27.0,27.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,64,28.0,28.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,65,105.0,105.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,66,83.0,83.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,67,34.0,34.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,68,8.0,8.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,69,14.0,14.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,70,22.0,22.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,71,27.0,27.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,72,108.0,108.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,73,60.0,60.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,74,22.0,22.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,75,14.0,14.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,76,29.0,29.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,77,26.0,26.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,78,28.0,28.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,79,59.0,59.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,80,67.0,67.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,81,24.0,24.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,82,36.0,36.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,83,12.0,12.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,84,45.0,45.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,85,34.0,34.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,86,31.0,31.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,87,32.0,32.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,88,18.0,18.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,89,9.0,9.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,90,35.0,35.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,91,19.0,19.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,92,15.0,15.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,93,44.0,44.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,94,49.0,49.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,95,15.0,15.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,96,21.0,21.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,97,63.0,63.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,98,70.0,70.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,99,56.0,56.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,100,131.0,131.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,101,91.0,91.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,102,77.0,77.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,103,53.0,53.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,104,122.0,122.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,105,45.0,45.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,106,81.0,81.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,107,104.0,104.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,108,105.0,105.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,109,53.0,53.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,110,18.0,18.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,111,57.0,57.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,112,34.0,0.0,34.0,0.0,pre_shock_forecast,,,,
MM BINH PHU,113,257.0,0.0,257.0,0.0,pre_shock_forecast,,,,
MM BINH PHU,114,117.0,0.0,117.0,0.0,pre_shock_forecast,,,,
MM BINH PHU,115,129.0,0.0,129.0,0.0,pre_shock_forecast,,,,
MM BINH PHU,116,20.0,20.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,117,41.0,41.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,118,34.0,34.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,119,71.0,71.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,120,26.0,26.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,121,37.0,37.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,122,41.0,41.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,123,34.0,34.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,124,23.0,23.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,125,16.0,16.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,126,47.0,47.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,127,17.0,17.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,128,34.0,34.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,129,44.0,44.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,130,31.0,31.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,131,6.0,6.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,132,6.0,6.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,133,34.0,34.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,134,27.0,27.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,135,54.0,54.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,136,45.0,45.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,137,26.0,26.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,138,22.0,22.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,139,21.0,21.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,140,27.0,27.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,141,49.0,49.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,142,87.0,87.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,143,103.0,103.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,144,44.0,44.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,145,77.0,77.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,146,34.0,34.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,147,60.0,0.0,60.0,0.0,pre_shock_forecast,,,,
MM BINH PHU,148,23.0,0.0,23.0,0.0,pre_shock_forecast,,,,
MM BINH PHU,149,259.0,0.0,259.0,0.0,pre_shock_forecast,,,,
MM BINH PHU,150,24.0,0.0,24.0,0.0,pre_shock_forecast,,,,
MM BINH PHU,151,62.0,62.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,152,24.0,24.0,0.0,1.0,pre_shock_forecast,,,,
MM BINH PHU,153,17.0,17.0,0.0,1.0,pre_shock_forecast,,,,
MM DA NANG,1,51.0,51.0,0.0,1.0,pre_shock_forecast,,,,
MM DA NANG,2,70.0,70.0,0.0,1.0,pre_shock_forecast,,,,
MM DA NANG,3,36.0,36.0,0.0,1.0,pre_shock_forecast,,,,
MM DA NANG,4,35.0,35.0,0.0,1.0,pre_shock_forecast,,,,
MM DA NANG,5,170.0,170.0,0.0,1.0,pre_shock_forecast,,,,
MM DA NANG,6,44.0,44.0,0.0,1.0,pre_shock_forecast,,,,
MM DA NANG,7,54.0,54.0,0.0,1.0,pre_shock_forecast,,,,
MM DA NANG,8,82.0,82.0,0.0,1.0,pre_shock_forecast,,,,
MM DA NANG,9,52.0,52.0,0.0,1.0,pre_shock_forecast,,,,
MM DA NANG,10,74.0,74.0,0.0,1.0,pre_shock_forecast,,,,
MM DA NANG,11,40.0,40.0,0.0,1.0,pre_shock_forecast,,,,
MM DA NANG,12,62.0,0.0,62.0,0.0,pre_shock_forecast,,,,
MM DA NANG,13,42.0,0.0,42.0,0.0,pre_shock_forecast,,,,
MM DA NANG,14,59.0,0.0,59.0,0.0,pre_shock_forecast,,,,
MM DA NANG,15,117.0,0.0,117.0,0.0,pre_shock_forecast,,,,
MM DA NANG,16,189.0,40.0,149.0,0.21164,pre_shock_forecast,,,,
MM DA NANG,17,155.0,0.0,155.0,0.0,pre_shock_forecast,,,,
MM DA NANG,18,45.0,0.0,45.0,0.0,pre_shock_forecast,,,,
MM DA NANG,19,117.0,0.0,117.0,0.0,pre_shock_forecast,,,,
MM DA NANG,20,59.0,0.0,59.0,0.0,pre_shock_forecast,,,,
MM DA NANG,21,82.0,82.0,0.0,1.0,pre_shock_forecast,,,,
MM DA NANG,22,52.0,0.0,52.0,0.0,pre_shock_forecast,,,,
MM DA NANG,23,69.0,0.0,69.0,0.0,pre_shock_forecast,,,,
MM DA NANG,24,88.0,0.0,88.0,0.0,pre_shock_forecast,,,,
MM DA NANG,25,112.0,0.0,112.0,0.0,pre_shock_forecast,,,,
MM DA NANG,26,65.0,65.0,0.0,1.0,pre_shock_forecast,,,,
MM DA NANG,27,92.0,0.0,92.0,0.0,pre_shock_forecast,,,,
MM DA NANG,28,46.0,0.0,46.0,0.0,pre_shock_forecast,,,,
MM DA NANG,29,33.0,0.0,33.0,0.0,pre_shock_forecast,,,,
MM DA NANG,30,59.0,0.0,59.0,0.0,pre_shock_forecast,,,,
MM DA NANG,31,58.0,58.0,0.0,1.0,pre_shock_forecast,,,,
MM DA NANG,32,30.0,30.0,0.0,1.0,pre_shock_forecast,,,,
MM DA NANG,33,47.0,47.0,0.0,1.0,pre_shock_forecast,,,,
MM DA NANG,34,25.0,25.0,0.0,1.0,pre_shock_forecast,,,,
MM DA NANG,35,67.0,67.0,0.0,1.0,pre_shock_forecast,,,,
